資料名,資料名（ヨミ）,コレクション名,言語,種別,編著者,編著者（ヨミ）,発行者,出版地,刊行年、書写年等,刊行年月日（西暦),形態,内容記述,Alternative Title,Alternative,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
医聖堂前哲帖 6 千賀道榮,いせいどうぜんてつじょう|Iseidouzentetsujou,呉秀三文庫,日本語,,千賀道榮,ちが みちひで|Chiga Michihide,,,,,25.8×16.2cm,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e11a9479-1c5d-36ec-9442-1c9bcbcc028d.json,e11a9479-1c5d-36ec-9442-1c9bcbcc028d,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/e11a9479-1c5d-36ec-9442-1c9bcbcc028d,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/55c8ba72b9cf98dcd66aff870a6a8b4d141ad75e.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/611970,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,106,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e11a9479-1c5d-36ec-9442-1c9bcbcc028d/manifest,,,,,1
医聖堂前哲帖 7 畑柳泰,いせいどうぜんてつじょう|Iseidouzentetsujou,呉秀三文庫,日本語,,畑柳泰,はた りゅうたい|Hata Ryutai,,,,,23.1×15.2cm,江戸時代後期の医師。畑黄山(古医法派)の養子となり医学を修める。(1765-1832),,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e3c051e1-1678-15b0-2dd3-083ea9295fa6.json,e3c051e1-1678-15b0-2dd3-083ea9295fa6,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/e3c051e1-1678-15b0-2dd3-083ea9295fa6,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/480552df7d84064336a84ad702228338b37f83c0.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/611969,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,107,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e3c051e1-1678-15b0-2dd3-083ea9295fa6/manifest,,,,,1
医聖堂前哲帖 8 箕作省吾,いせいどうぜんてつじょう|Iseidouzentetsujou,呉秀三文庫,日本語,,箕作省吾,みつくり しょうご|Mitsukuri Shogo,,,,,22.7×14.2cm,江戸時代後期の地理学者。箕作阮甫に入門し、その3女の婿養子となる。世界地図「新製輿地(よち)全図」(1844)を編訳した。(1821-46),,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/23a138fb-4592-8d2e-4265-611725b260f3.json,23a138fb-4592-8d2e-4265-611725b260f3,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/23a138fb-4592-8d2e-4265-611725b260f3,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/55f5a55133a5cc8f5f5c271d948c94446af1847b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/611968,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,108,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/23a138fb-4592-8d2e-4265-611725b260f3/manifest,,,,,1
医聖堂前哲帖 9 那波活所,いせいどうぜんてつじょう|Iseidouzentetsujou,呉秀三文庫,日本語,,那波活所,なば かっしょ|Naba Kassho,,,,,27.2×14.7cm,江戸時代前期の儒学者。著作に「人君明暗図説」など。 (1595-1648),,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/983536fa-0e23-2d55-1bd6-1ab2e0042066.json,983536fa-0e23-2d55-1bd6-1ab2e0042066,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/983536fa-0e23-2d55-1bd6-1ab2e0042066,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/54b3fb0f9e2eb417ac342d7c08c435dc76412e39.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/611967,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,109,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/983536fa-0e23-2d55-1bd6-1ab2e0042066/manifest,,,,,1
医聖堂前哲帖 10 多紀元堅,いせいどうぜんてつじょう|Iseidouzentetsujou,呉秀三文庫,日本語,,多紀元堅,たき もとかた|Taki Motokata,,,,,29.4×20.5cm,江戸時代後期の漢方医。幕府の奥医師、医学館総裁を務める。「医心方」など古典医書の校訂に力をつくした。(1795-1857),,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4f9b3ecc-9d75-7e26-7a41-2b4312664c91.json,4f9b3ecc-9d75-7e26-7a41-2b4312664c91,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/4f9b3ecc-9d75-7e26-7a41-2b4312664c91,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/52eceadba3bbfb9aad9897616e9745c3db827933.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/611966,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,110,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4f9b3ecc-9d75-7e26-7a41-2b4312664c91/manifest,,,,,1
医聖堂前哲帖 11 小島尚質,いせいどうぜんてつじょう|Iseidouzentetsujou,呉秀三文庫,日本語,,小島尚質,こじま なおかた|Kojima Naokata,,,,,26.3×15.9cm,江戸時代末期の幕府医官。 多紀元堅らとともに医学館で指導的な役割を果たした。 (1797-1848),,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f9a4eb16-4694-4aa9-3e93-898e5a8b0c0b.json,f9a4eb16-4694-4aa9-3e93-898e5a8b0c0b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/f9a4eb16-4694-4aa9-3e93-898e5a8b0c0b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b65aa1fde71898de69dcbeffff3142824e4b46b2.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/611965,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,111,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f9a4eb16-4694-4aa9-3e93-898e5a8b0c0b/manifest,,,,,1
医聖堂前哲帖 12 多紀元簡,いせいどうぜんてつじょう|Iseidouzentetsujou,呉秀三文庫,日本語,,多紀元簡,たき もとやす|Taki Motoyasu,,,,,23.4×20.2cm,江戸時代末期の漢方医。幕府の奥医師、徳川家斉の侍医を務める。 著作に「素問識」など。 (1755-1810),,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/36c932b8-3283-1eae-3921-2d5652859451.json,36c932b8-3283-1eae-3921-2d5652859451,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/36c932b8-3283-1eae-3921-2d5652859451,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9bc7444d9787c61a781a9c8bf5c757636a904836.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/611964,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,112,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/36c932b8-3283-1eae-3921-2d5652859451/manifest,,,,,1
医聖堂前哲帖 13 白井惟徳,いせいどうぜんてつじょう|Iseidouzentetsujou,呉秀三文庫,日本語,,白井惟徳,しらい いとく|Shirai Itoku,,,,,21.4×19.7cm,江戸時代後期の医師。詩文をこのみ、能書家でもあった。 (1762-1838),,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a2a4fddd-0383-a30f-1fe4-a17e7e494d88.json,a2a4fddd-0383-a30f-1fe4-a17e7e494d88,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/a2a4fddd-0383-a30f-1fe4-a17e7e494d88,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/defaaec41c95c94f4143d269b58bcc4abf86e395.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/611963,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,113,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a2a4fddd-0383-a30f-1fe4-a17e7e494d88/manifest,,,,,1
医聖堂前哲帖 14 鈴木春山,いせいどうぜんてつじょう|Iseidouzentetsujou,呉秀三文庫,日本語,,鈴木春山,すずき しゅんさん|Suzuki Shunsan,,,,,23.2×17.5cm,江戸時代後期の蘭方医、兵法家。西洋兵学書の訳述を行った。著作に「兵学小識」など。(1738-1814),,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/424ea641-6c15-605c-497b-5dbc33ef3b15.json,424ea641-6c15-605c-497b-5dbc33ef3b15,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/424ea641-6c15-605c-497b-5dbc33ef3b15,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f13945df0a6540506a6a91ddf5b0c2998b1d321b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/611962,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,114,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/424ea641-6c15-605c-497b-5dbc33ef3b15/manifest,,,,,1
医聖堂前哲帖 15 吉益東洞,いせいどうぜんてつじょう|Iseidouzentetsujou,呉秀三文庫,日本語,,吉益東洞,よします とうどう|Yoshimasu Todo,,,,,23.3×14.3cm,江戸時代中期の漢方医。万病一毒説をとなえた。著作に「類聚方」「薬徴」など。(1702-1773),,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/35e45d81-9d89-66ec-90ca-e31983661384.json,35e45d81-9d89-66ec-90ca-e31983661384,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/35e45d81-9d89-66ec-90ca-e31983661384,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/7bff990a6e2f8efb41f74de94cd1ffda8023b2c6.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/611961,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,115,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/35e45d81-9d89-66ec-90ca-e31983661384/manifest,,,,,1
医聖堂前哲帖 16 桂川甫賢,いせいどうぜんてつじょう|Iseidouzentetsujou,呉秀三文庫,日本語,,桂川甫賢,かつらがわ ほけん|Katsuragawa Hoken,,,,,23.3×21.5cm,江戸時代後期の蘭方医。幕府の奥医師を務める。本草学を研究、著作に「蝦夷植物本草」などがある。(1797-1845),,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2c61d225-2399-6612-32c9-090657a65a1a.json,2c61d225-2399-6612-32c9-090657a65a1a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/2c61d225-2399-6612-32c9-090657a65a1a,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0f3bcdf5b9c2c902bec4f4bd8e86b4a0cc8c8376.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/611960,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,116,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2c61d225-2399-6612-32c9-090657a65a1a/manifest,,,,,1
医聖堂前哲帖 17 新宮凉庭,いせいどうぜんてつじょう|Iseidouzentetsujou,呉秀三文庫,日本語,,新宮凉庭,しんぐう りょうてい|Shingu Ryotei,,,,,23×16.2cm,江戸時代後期の蘭方医。長崎で吉雄権之助(オランダ通詞)、オランダ人医師に学ぶ。著作に「解体則」など。(1787-1854),,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d6af7e18-a533-3964-9dca-18308778226d.json,d6af7e18-a533-3964-9dca-18308778226d,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/d6af7e18-a533-3964-9dca-18308778226d,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/eeb2672ed265f1ea3271ff525ddd101c352a960d.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/611959,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,117,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d6af7e18-a533-3964-9dca-18308778226d/manifest,,,,,1
医聖堂前哲帖 18 吉田宗怡,いせいどうぜんてつじょう|Iseidouzentetsujou,呉秀三文庫,日本語,,吉田宗怡,よしだ むねひさ|Yoshida Munehisa,,,,,24.8×15.3cm,(?-1724),,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/9a61c5ec-7494-2ed9-3804-35531fe2273e.json,9a61c5ec-7494-2ed9-3804-35531fe2273e,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/9a61c5ec-7494-2ed9-3804-35531fe2273e,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/650424e2599b6300fccaddf2f9464ea8f0f0b454.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/611958,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,118,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9a61c5ec-7494-2ed9-3804-35531fe2273e/manifest,,,,,1
医聖堂前哲帖 19 飯沼慾斎,いせいどうぜんてつじょう|Iseidouzentetsujou,呉秀三文庫,日本語,,飯沼慾斎,いいぬま よくさい|Iinuma Yokusai,,,,,25.3×15.5cm,江戸時代末期の蘭方医、植物学者。日本で最初のリンネ分類による植物図鑑「草木図説」草部二十巻を刊行した。(1782-1865),,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/c11f90e4-3e53-469b-6b78-af27141d7efe.json,c11f90e4-3e53-469b-6b78-af27141d7efe,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/c11f90e4-3e53-469b-6b78-af27141d7efe,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/664e0a0eb2df393a5452e85dcb136703e141de2f.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/611957,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,119,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c11f90e4-3e53-469b-6b78-af27141d7efe/manifest,,,,,1
医聖堂前哲帖 20 多紀元胤,いせいどうぜんてつじょう|Iseidouzentetsujou,呉秀三文庫,日本語,,多紀元胤,たき もとたね|Taki Mototane,,,,,22.4×15.3cm,江戸時代後期の医師。多紀元簡の三男。医学館督事を務める。編著に「医籍考」など。 (1789-1827),,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0031a84f-787e-7257-07ab-841713dc0825.json,0031a84f-787e-7257-07ab-841713dc0825,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/0031a84f-787e-7257-07ab-841713dc0825,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f74e9f6cd1b2b00ce65229928b9be48f64a27ced.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/611956,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,120,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0031a84f-787e-7257-07ab-841713dc0825/manifest,,,,,1
医聖堂前哲帖 21 呉黄石,いせいどうぜんてつじょう|Iseidouzentetsujou,呉秀三文庫,日本語,,呉黄石,くれ こうせき|Kure Koseki,,,,,"11.7×11.2cm(右上),13.5×4.5cm(左上),11.8×15.8cm(下)",江戸時代後期-明治時代の医師。種痘所の設立に参画した。 呉秀三の父。(1811-1879),,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/59bfc43b-5179-6f2b-44fd-b56983d756eb.json,59bfc43b-5179-6f2b-44fd-b56983d756eb,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/59bfc43b-5179-6f2b-44fd-b56983d756eb,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5147328a5bfeb5678ab103fdac8928aa54b84991.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/611955,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,121,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/59bfc43b-5179-6f2b-44fd-b56983d756eb/manifest,,,,,1
医聖堂前哲帖 22 作者不明,いせいどうぜんてつじょう|Iseidouzentetsujou,呉秀三文庫,日本語,,作者不明,,,,,,26.7×20.4cm,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/18b861b2-1d71-4c4d-3775-d24b284e3d13.json,18b861b2-1d71-4c4d-3775-d24b284e3d13,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/18b861b2-1d71-4c4d-3775-d24b284e3d13,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/68adb73575367296c256d1f00658205d24f88a26.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/611954,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,122,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/18b861b2-1d71-4c4d-3775-d24b284e3d13/manifest,,,,,1
"医聖堂前哲帖 23 浜田杏堂,奈須恒徳",いせいどうぜんてつじょう|Iseidouzentetsujou,呉秀三文庫,日本語,,"浜田杏堂,奈須恒徳","はまだ きょうどう,なす つねのり|Hamada Kyodo,Nasu Tsunenori",,,,,"28.4×13.8cm(右),23.3×6.6cm(左)","浜田杏堂:江戸時代後期の医師、画家。福原五岳に南画を学び、山水・花鳥をよく描いた。 (1766-1815),奈須恒徳:江戸時代後期の漢方医。「大同類聚方」など室町時代以前の医書の校訂をおこなった。著作に「本朝医談」など。(1774-1841)",,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5a04f834-618b-441a-9958-c1da780f7dae.json,5a04f834-618b-441a-9958-c1da780f7dae,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/5a04f834-618b-441a-9958-c1da780f7dae,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/15f2458d17ac0c9aa0a3035239a5e39a08d1a1e2.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/611953,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,123,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5a04f834-618b-441a-9958-c1da780f7dae/manifest,,,,,1
