タイトル,概要,flickr,データのタイトル,データの識別子,著作のタイトル,著作の責任,著作の時期,著作の年,著作の構成,バージョンの責任,バージョンの成立時期,バージョンの成立年,バージョンの技法,バージョンの大きさ（縦×横）,バージョンの行字数,資料化の技法,外題,数量,装訂,大きさ（縦×横）,印記,出所,状態,請求記号,原簿番号,付加的記載,参考文献,資料化の時期,資料化の年,バージョンの成立場所,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
八旗氏族通譜 十一 十二 [G30495-07],中国清時代に刊行された満文書籍。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157688740614620,八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷,G30495,(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe,(清)弘昼奉勅撰,(清)乾隆9年12月3日,1745年,"首巻, 80巻",,,,木版,(内框)19.3×13.1cm,10行,印本,八旗氏族通譜,32冊,"線装, 四針眼釘法",27.2×17.2cm,東京帝国大学図書印,東京大学総合図書館所蔵,,G30-495,B33491,,"多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473",,,,2e790fa3-5f4b-4eec-a4be-cb6b5b49f7d5,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/2e790fa3-5f4b-4eec-a4be-cb6b5b49f7d5,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/186449/39884493825_f3bd17c7d2_o.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186449,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,G30495-07,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186449/manifest,,,,,73
八旗氏族通譜 十三至十五 [G30495-08],中国清時代に刊行された満文書籍。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157693679048514,八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷,G30495,(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe,(清)弘昼奉勅撰,(清)乾隆9年12月3日,1745年,"首巻, 80巻",,,,木版,(内框)19.3×13.1cm,10行,印本,八旗氏族通譜,32冊,"線装, 四針眼釘法",27.2×17.2cm,東京帝国大学図書印,東京大学総合図書館所蔵,,G30-495,B33491,,"多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473",,,,360dc78a-b5ac-43c6-9956-2c89287a83dc,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/360dc78a-b5ac-43c6-9956-2c89287a83dc,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/186450/40737393822_13634f116a_o.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186450,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,G30495-08,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186450/manifest,,,,,92
八旗氏族通譜 十六至十八 [G30495-09],中国清時代に刊行された満文書籍。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157688740901780,八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷,G30495,(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe,(清)弘昼奉勅撰,(清)乾隆9年12月3日,1745年,"首巻, 80巻",,,,木版,(内框)19.3×13.1cm,10行,印本,八旗氏族通譜,32冊,"線装, 四針眼釘法",27.2×17.2cm,東京帝国大学図書印,東京大学総合図書館所蔵,,G30-495,B33491,,"多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473",,,,956f3778-1392-4180-9ea0-f27f92b6a643,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/956f3778-1392-4180-9ea0-f27f92b6a643,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/186451/40070128004_ae2bcaa345_o.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186451,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,G30495-09,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186451/manifest,,,,,69
八旗氏族通譜 十九 二十 [G30495-10],中国清時代に刊行された満文書籍。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157666669833668,八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷,G30495,(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe,(清)弘昼奉勅撰,(清)乾隆9年12月3日,1745年,"首巻, 80巻",,,,木版,(内框)19.3×13.1cm,10行,印本,八旗氏族通譜,32冊,"線装, 四針眼釘法",27.2×17.2cm,東京帝国大学図書印,東京大学総合図書館所蔵,,G30-495,B33491,,"多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473",,,,324cd287-ee08-46cb-925c-1802c1fa9344,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/324cd287-ee08-46cb-925c-1802c1fa9344,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/186452/38969542530_8468c319b2_o.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186452,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,G30495-10,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186452/manifest,,,,,74
八旗氏族通譜 二十一 二十二 [G30495-11],中国清時代に刊行された満文書籍。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157691378272422,八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷,G30495,(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe,(清)弘昼奉勅撰,(清)乾隆9年12月3日,1745年,"首巻, 80巻",,,,木版,(内框)19.3×13.1cm,10行,印本,八旗氏族通譜,32冊,"線装, 四針眼釘法",27.2×17.2cm,東京帝国大学図書印,東京大学総合図書館所蔵,,G30-495,B33491,,"多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473",,,,f3d27fcb-92ef-4076-9542-772fa9d714a0,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/f3d27fcb-92ef-4076-9542-772fa9d714a0,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/186453/40779626611_fedb728494_o.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186453,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,G30495-11,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186453/manifest,,,,,71
八旗氏族通譜 二十三 二十四 [G30495-12],中国清時代に刊行された満文書籍。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157693679482324,八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷,G30495,(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe,(清)弘昼奉勅撰,(清)乾隆9年12月3日,1745年,"首巻, 80巻",,,,木版,(内框)19.3×13.1cm,10行,印本,八旗氏族通譜,32冊,"線装, 四針眼釘法",27.2×17.2cm,東京帝国大学図書印,東京大学総合図書館所蔵,,G30-495,B33491,,"多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473",,,,face5d60-18c8-4d2e-bec8-35e18fab2407,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/face5d60-18c8-4d2e-bec8-35e18fab2407,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/186454/40737679992_3865eed9f8_o.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186454,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,G30495-12,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186454/manifest,,,,,92
八旗氏族通譜 二十五 二十六 [G30495-13],中国清時代に刊行された満文書籍。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157664628871167,八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷,G30495,(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe,(清)弘昼奉勅撰,(清)乾隆9年12月3日,1745年,"首巻, 80巻",,,,木版,(内框)19.3×13.1cm,10行,印本,八旗氏族通譜,32冊,"線装, 四針眼釘法",27.2×17.2cm,東京帝国大学図書印,東京大学総合図書館所蔵,,G30-495,B33491,,"多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473",,,,56c5a740-afcd-4e01-a5e0-e4a05f477257,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/56c5a740-afcd-4e01-a5e0-e4a05f477257,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/186455/26909888928_62d218cab3_o.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186455,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,G30495-13,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186455/manifest,,,,,83
八旗氏族通譜 二十七至二十九 [G30495-14],中国清時代に刊行された満文書籍。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157691378910222,八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷,G30495,(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe,(清)弘昼奉勅撰,(清)乾隆9年12月3日,1745年,"首巻, 80巻",,,,木版,(内框)19.3×13.1cm,10行,印本,八旗氏族通譜,32冊,"線装, 四針眼釘法",27.2×17.2cm,東京帝国大学図書印,東京大学総合図書館所蔵,,G30-495,B33491,,"多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473",,,,9e089630-6632-4431-949e-82f6531d29e1,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/9e089630-6632-4431-949e-82f6531d29e1,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/186456/40779905251_acba871209_o.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186456,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,G30495-14,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186456/manifest,,,,,90
八旗氏族通譜 三十至三十二 [G30495-15],中国清時代に刊行された満文書籍。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157694430414915,八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷,G30495,(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe,(清)弘昼奉勅撰,(清)乾隆9年12月3日,1745年,"首巻, 80巻",,,,木版,(内框)19.3×13.1cm,10行,印本,八旗氏族通譜,32冊,"線装, 四針眼釘法",27.2×17.2cm,東京帝国大学図書印,東京大学総合図書館所蔵,,G30-495,B33491,,"多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473",,,,0796d191-7711-4d47-b31e-aef4acc0d2e1,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/0796d191-7711-4d47-b31e-aef4acc0d2e1,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/186457/26910048148_90aff64473_o.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186457,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,G30495-15,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186457/manifest,,,,,86
八旗氏族通譜 三十三至三十六 [G30495-16],中国清時代に刊行された満文書籍。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157694430410915,八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷,G30495,(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe,(清)弘昼奉勅撰,(清)乾隆9年12月3日,1745年,"首巻, 80巻",,,,木版,(内框)19.3×13.1cm,10行,印本,八旗氏族通譜,32冊,"線装, 四針眼釘法",27.2×17.2cm,東京帝国大学図書印,東京大学総合図書館所蔵,,G30-495,B33491,,"多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473",,,,9004b190-903b-4f08-aa86-6ea4aae4e62c,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/9004b190-903b-4f08-aa86-6ea4aae4e62c,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/186458/40738024642_463098d3c5_o.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186458,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,G30495-16,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186458/manifest,,,,,78
八旗氏族通譜 三十六至三十九 [G30495-17],中国清時代に刊行された満文書籍。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157693713517774,八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷,G30495,(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe,(清)弘昼奉勅撰,(清)乾隆9年12月3日,1745年,"首巻, 80巻",,,,木版,(内框)19.3×13.1cm,10行,印本,八旗氏族通譜,32冊,"線装, 四針眼釘法",27.2×17.2cm,東京帝国大学図書印,東京大学総合図書館所蔵,,G30-495,B33491,,"多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473",,,,12d7efde-a52d-44b1-9486-9c260c9a9ef9,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/12d7efde-a52d-44b1-9486-9c260c9a9ef9,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/186459/38987062790_d9aa83876d_o.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186459,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,G30495-17,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186459/manifest,,,,,85
八旗氏族通譜 四十至四十三 [G30495-18],中国清時代に刊行された満文書籍。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157688773263770,八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷,G30495,(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe,(清)弘昼奉勅撰,(清)乾隆9年12月3日,1745年,"首巻, 80巻",,,,木版,(内框)19.3×13.1cm,10行,印本,八旗氏族通譜,32冊,"線装, 四針眼釘法",27.2×17.2cm,東京帝国大学図書印,東京大学総合図書館所蔵,,G30-495,B33491,,"多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473",,,,39cdaf46-21bc-459a-83d9-6a00593a3f2e,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/39cdaf46-21bc-459a-83d9-6a00593a3f2e,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/186460/40088635384_c4b645f6f6_o.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186460,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,G30495-18,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186460/manifest,,,,,85
八旗氏族通譜 四十四至四十六 [G30495-19],中国清時代に刊行された満文書籍。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157692704466861,八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷,G30495,(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe,(清)弘昼奉勅撰,(清)乾隆9年12月3日,1745年,"首巻, 80巻",,,,木版,(内框)19.3×13.1cm,10行,印本,八旗氏族通譜,32冊,"線装, 四針眼釘法",27.2×17.2cm,東京帝国大学図書印,東京大学総合図書館所蔵,,G30-495,B33491,,"多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473",,,,7c3b0e60-9b03-4491-8916-b32605390d08,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/7c3b0e60-9b03-4491-8916-b32605390d08,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/186461/39902791955_494cf6990b_o.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186461,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,G30495-19,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186461/manifest,,,,,73
八旗氏族通譜 四十七至四十九 [G30495-20],中国清時代に刊行された満文書籍。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157666702232428,八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷,G30495,(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe,(清)弘昼奉勅撰,(清)乾隆9年12月3日,1745年,"首巻, 80巻",,,,木版,(内框)19.3×13.1cm,10行,印本,八旗氏族通譜,32冊,"線装, 四針眼釘法",27.2×17.2cm,東京帝国大学図書印,東京大学総合図書館所蔵,,G30-495,B33491,,"多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473",,,,d441e875-20b7-4707-9dbe-da6fae2643c6,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/d441e875-20b7-4707-9dbe-da6fae2643c6,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/186462/25926574897_3e8ee66d9d_o.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186462,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,G30495-20,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186462/manifest,,,,,70
八旗氏族通譜 五十 五十一 [G30495-21],中国清時代に刊行された満文書籍。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157692703605271,八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷,G30495,(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe,(清)弘昼奉勅撰,(清)乾隆9年12月3日,1745年,"首巻, 80巻",,,,木版,(内框)19.3×13.1cm,10行,印本,八旗氏族通譜,32冊,"線装, 四針眼釘法",27.2×17.2cm,東京帝国大学図書印,東京大学総合図書館所蔵,,G30-495,B33491,,"多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473",,,,b060b878-e4af-4cf4-a410-6dba4f92a1b9,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/b060b878-e4af-4cf4-a410-6dba4f92a1b9,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/186463/40087908774_55667f247c_o.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186463,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,G30495-21,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186463/manifest,,,,,57
八旗氏族通譜 五十二至五十四 [G30495-22],中国清時代に刊行された満文書籍。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157692703647201,八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷,G30495,(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe,(清)弘昼奉勅撰,(清)乾隆9年12月3日,1745年,"首巻, 80巻",,,,木版,(内框)19.3×13.1cm,10行,印本,八旗氏族通譜,32冊,"線装, 四針眼釘法",27.2×17.2cm,東京帝国大学図書印,東京大学総合図書館所蔵,,G30-495,B33491,,"多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473",,,,fa51a51e-3393-406c-96c3-c62faa7ce642,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/fa51a51e-3393-406c-96c3-c62faa7ce642,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/186464/38987855700_85e6801a78_o.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186464,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,G30495-22,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186464/manifest,,,,,78
