タイトル,巻号,西暦,発行日,発行機関,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
富山商業月報 第98号 大正7年6月15日,第98号,1918,大正7年6月15日,富山商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6a945981-2720-0e22-4081-eccc292544a0.json,6a945981-2720-0e22-4081-eccc292544a0,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/6a945981-2720-0e22-4081-eccc292544a0,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d83834491034ea6936297e139e6001a27be8f4af.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612747,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0110,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6a945981-2720-0e22-4081-eccc292544a0/manifest,,,,,5
富山商業月報 第99号 大正7年7月15日,第99号,1918,大正7年7月15日,富山商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3c2c9857-6f5b-179f-34be-5ef7627f813b.json,3c2c9857-6f5b-179f-34be-5ef7627f813b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/3c2c9857-6f5b-179f-34be-5ef7627f813b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d11c51b60e4d2df99d799b59e57720b1e4123555.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612746,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0111,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3c2c9857-6f5b-179f-34be-5ef7627f813b/manifest,,,,,5
富山商業月報 第100号 大正7年8月15日,第100号,1918,大正7年8月15日,富山商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/48ea1233-0b54-9aa8-1f0b-20adca048125.json,48ea1233-0b54-9aa8-1f0b-20adca048125,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/48ea1233-0b54-9aa8-1f0b-20adca048125,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/85291b830dae01ab48abc95ca9a50da8c985dbc6.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612745,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0112,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/48ea1233-0b54-9aa8-1f0b-20adca048125/manifest,,,,,2
富山商業月報 第101号 大正7年9月15日,第101号,1918,大正7年9月15日,富山商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2e6f015b-64a9-67d0-8ffc-8380c4fa3ae2.json,2e6f015b-64a9-67d0-8ffc-8380c4fa3ae2,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/2e6f015b-64a9-67d0-8ffc-8380c4fa3ae2,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b08c2325acdf0f3d8dcfb397e2fbf743ea314dad.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612744,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0113,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2e6f015b-64a9-67d0-8ffc-8380c4fa3ae2/manifest,,,,,5
富山商業月報 第102号 大正7年10月15日,第102号,1918,大正7年10月15日,富山商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f4ec2ab0-2729-55dd-6b4c-2791e3bf85f7.json,f4ec2ab0-2729-55dd-6b4c-2791e3bf85f7,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/f4ec2ab0-2729-55dd-6b4c-2791e3bf85f7,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/3ac05daf379dcff29a3ce417072c9dce57e503be.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612743,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0114,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f4ec2ab0-2729-55dd-6b4c-2791e3bf85f7/manifest,,,,,5
富山商業月報 第103号 大正7年11月15日,第103号,1918,大正7年11月15日,富山商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5b0e50f8-34c2-8344-5b1f-36dde2fd3e1b.json,5b0e50f8-34c2-8344-5b1f-36dde2fd3e1b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/5b0e50f8-34c2-8344-5b1f-36dde2fd3e1b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/fea559ff6f9787798331e9ded100983b8477cdc0.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612742,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0115,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5b0e50f8-34c2-8344-5b1f-36dde2fd3e1b/manifest,,,,,5
富山商業月報 第104号 大正7年12月15日,第104号,1918,大正7年12月15日,富山商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/89a6fb8b-25d0-1123-6bcd-c80fb3786f38.json,89a6fb8b-25d0-1123-6bcd-c80fb3786f38,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/89a6fb8b-25d0-1123-6bcd-c80fb3786f38,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/fa904ed6bcd6fbeb7ea6e698efbea7585c88561d.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612741,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0116,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/89a6fb8b-25d0-1123-6bcd-c80fb3786f38/manifest,,,,,5
富山商業月報 第105号 大正8年1月15日,第105号,1919,大正8年1月15日,富山商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a3e67513-110d-4420-76d7-5abfcaa2a743.json,a3e67513-110d-4420-76d7-5abfcaa2a743,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/a3e67513-110d-4420-76d7-5abfcaa2a743,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d22134ce5cc191065d819fb5080c5b6a938a2d8f.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612740,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0117,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a3e67513-110d-4420-76d7-5abfcaa2a743/manifest,,,,,5
富山商業月報 第106号 大正8年2月15日,第106号,1919,大正8年2月15日,富山商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0ec485ea-5a69-22b5-3b8f-b1a0a1311ef7.json,0ec485ea-5a69-22b5-3b8f-b1a0a1311ef7,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/0ec485ea-5a69-22b5-3b8f-b1a0a1311ef7,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/bd90528cf8cad5d4f64ca7ba5e79368bc7b431f4.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612739,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0118,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0ec485ea-5a69-22b5-3b8f-b1a0a1311ef7/manifest,,,,,5
富山商業月報 第107号 大正8年3月15日,第107号,1919,大正8年3月15日,富山商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/cc8e5c23-3290-1f45-7999-2a2c8d8f5d71.json,cc8e5c23-3290-1f45-7999-2a2c8d8f5d71,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/cc8e5c23-3290-1f45-7999-2a2c8d8f5d71,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f8bf62f7e9e6c5ed170f54fe36b96d6baf55daf2.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612738,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0119,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/cc8e5c23-3290-1f45-7999-2a2c8d8f5d71/manifest,,,,,5
富山商業月報 第108号 大正8年4月15日,第108号,1919,大正8年4月15日,富山商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/36854d5f-96ab-6980-7ef1-de5d67f61dda.json,36854d5f-96ab-6980-7ef1-de5d67f61dda,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/36854d5f-96ab-6980-7ef1-de5d67f61dda,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c0e8f90c6e04a9540993986f6449d077015746ef.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612737,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0120,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/36854d5f-96ab-6980-7ef1-de5d67f61dda/manifest,,,,,5
富山商業月報 第109号 大正8年5月15日,第109号,1919,大正8年5月15日,富山商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/54390e78-7ce5-5fb0-3009-58f04120a7b6.json,54390e78-7ce5-5fb0-3009-58f04120a7b6,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/54390e78-7ce5-5fb0-3009-58f04120a7b6,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/ff50080713ea572e17358380b50641975513d423.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612736,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0121,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/54390e78-7ce5-5fb0-3009-58f04120a7b6/manifest,,,,,5
富山商業月報 第110号 大正8年6月15日,第110号,1919,大正8年6月15日,富山商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e53b2835-4dab-8e38-1900-d274388062fa.json,e53b2835-4dab-8e38-1900-d274388062fa,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/e53b2835-4dab-8e38-1900-d274388062fa,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/fdb4250b8f8145462984dbd0355c069ebf3e373c.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612735,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0122,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e53b2835-4dab-8e38-1900-d274388062fa/manifest,,,,,5
富山商業月報 第111号 大正8年7月15日,第111号,1919,大正8年7月15日,富山商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7fd87827-23ce-6d5f-0d27-7569ba9f37c0.json,7fd87827-23ce-6d5f-0d27-7569ba9f37c0,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/7fd87827-23ce-6d5f-0d27-7569ba9f37c0,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/72332353de7b02a0ccf65495b2bd3ba499952208.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612734,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0123,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7fd87827-23ce-6d5f-0d27-7569ba9f37c0/manifest,,,,,5
富山商業月報 第112号 大正8年8月15日,第112号,1919,大正8年8月15日,富山商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a56b8724-937d-9c76-320d-6ca2b49301c7.json,a56b8724-937d-9c76-320d-6ca2b49301c7,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/a56b8724-937d-9c76-320d-6ca2b49301c7,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b540e47b26f2fda6db1c07ac85e1b827e1118a63.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612733,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0124,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a56b8724-937d-9c76-320d-6ca2b49301c7/manifest,,,,,5
富山商業月報 第113号 大正8年9月15日,第113号,1919,大正8年9月15日,富山商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/be8cbe92-9828-2808-10d1-5c4dcaa381eb.json,be8cbe92-9828-2808-10d1-5c4dcaa381eb,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/be8cbe92-9828-2808-10d1-5c4dcaa381eb,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/bc6149184c7f5333291547cb559ffb6b875fdfc7.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612732,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0125,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/be8cbe92-9828-2808-10d1-5c4dcaa381eb/manifest,,,,,5
富山商業月報 第114号 大正8年10月15日,第114号,1919,大正8年10月15日,富山商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/20aa443a-5e38-2ffb-6773-49ac61403c84.json,20aa443a-5e38-2ffb-6773-49ac61403c84,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/20aa443a-5e38-2ffb-6773-49ac61403c84,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/6a1d347b9252c8677dd42f959c50d48cf8b6251d.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612731,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0126,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/20aa443a-5e38-2ffb-6773-49ac61403c84/manifest,,,,,5
富山商業月報 第115号 大正8年11月15日,第115号,1919,大正8年11月15日,富山商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/c69f663b-180b-856a-2981-a171994e04e8.json,c69f663b-180b-856a-2981-a171994e04e8,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/c69f663b-180b-856a-2981-a171994e04e8,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/41fda60794300810e5d0c39ea73a57e07d60d91b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612730,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0127,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c69f663b-180b-856a-2981-a171994e04e8/manifest,,,,,5
富山商業月報 第116号 大正8年12月15日,第116号,1919,大正8年12月15日,富山商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3645d61f-28f4-67ff-6afc-0a82f1b24011.json,3645d61f-28f4-67ff-6afc-0a82f1b24011,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/3645d61f-28f4-67ff-6afc-0a82f1b24011,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b792761f48cd5d2a311c3a3afa9f8030d719a395.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612729,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0128,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3645d61f-28f4-67ff-6afc-0a82f1b24011/manifest,,,,,5
富山商業月報 第117号 大正9年1月15日,第117号,1920,大正9年1月15日,富山商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6017cd2c-702d-8838-59f5-b170d63d1aea.json,6017cd2c-702d-8838-59f5-b170d63d1aea,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/6017cd2c-702d-8838-59f5-b170d63d1aea,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5c6316425e2b697f0014a738acea7a2519c68021.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612728,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0129,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6017cd2c-702d-8838-59f5-b170d63d1aea/manifest,,,,,5
富山商業月報 第118号 大正9年2月15日,第118号,1920,大正9年2月15日,富山商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1777cab6-04ac-196d-402a-c3d872f82be6.json,1777cab6-04ac-196d-402a-c3d872f82be6,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/1777cab6-04ac-196d-402a-c3d872f82be6,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f02ee95419fa795145939e73284c30b000da1615.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612727,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0130,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1777cab6-04ac-196d-402a-c3d872f82be6/manifest,,,,,5
富山商業月報 第119号 大正9年3月15日,第119号,1920,大正9年3月15日,富山商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7a0f48ed-5368-8c97-2d45-379e6f7842c4.json,7a0f48ed-5368-8c97-2d45-379e6f7842c4,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/7a0f48ed-5368-8c97-2d45-379e6f7842c4,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/da1047c0f272672a9fd564af92e21210ed74e8b5.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612726,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0131,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7a0f48ed-5368-8c97-2d45-379e6f7842c4/manifest,,,,,5
富山商業月報 第120号 大正9年4月15日,第120号,1920,大正9年4月15日,富山商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5f1b94f6-4212-75c1-4f6b-a744ee2ba522.json,5f1b94f6-4212-75c1-4f6b-a744ee2ba522,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/5f1b94f6-4212-75c1-4f6b-a744ee2ba522,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c6c6605515628bb6a3fbf62ad499ea7a5e1294b9.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612725,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0132,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5f1b94f6-4212-75c1-4f6b-a744ee2ba522/manifest,,,,,5
