表題,種別,コレクション名,請求記号,タイトルヨミ,日付,号,面,備考,出版社,出版地,封筒,画像注記,差出,宛,編著者,年月日,サイズ,シリーズ名,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
メモ(「辛未東京新聞 第一号(半紙十枚許)...」),静止画資料,宮武外骨蒐集資料(府藩県制史関係),GF:61:2,,,,,,,,中野県,,,,,,1枚 20×11cm,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6698be91-2400-931f-01f9-c3ab4bfc6da7.json,6698be91-2400-931f-01f9-c3ab4bfc6da7,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/6698be91-2400-931f-01f9-c3ab4bfc6da7,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/124ee0d1c1407f1327ca047b0fb75f2911c3829b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/423082,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo Faculty of Law and Graduate Schools for Law and Politics, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6698be91-2400-931f-01f9-c3ab4bfc6da7/manifest,,,,,1
封筒,静止画資料,宮武外骨蒐集資料(府藩県制史関係),GF:65:42,,,,,,,,静岡県 韮山県別袋,,,,,,1点 28×17cm,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/de0b095a-908e-465c-8c64-a4efa6d85716.json,de0b095a-908e-465c-8c64-a4efa6d85716,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/de0b095a-908e-465c-8c64-a4efa6d85716,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e07127b9e215e94eafeb0dec2d866ab5852d84d9.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/423128,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo Faculty of Law and Graduate Schools for Law and Politics, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/de0b095a-908e-465c-8c64-a4efa6d85716/manifest,,,,,1
改進新聞 明治19(1886)年2月9日,新聞,宮武外骨蒐集資料(改進新聞),N11-6-2,カイシンシンブン,1886-02-09,869,1-4,附録2面あり,三益社,東京,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/67988655-8e27-72ed-4448-578f96dc7627.json,67988655-8e27-72ed-4448-578f96dc7627,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/67988655-8e27-72ed-4448-578f96dc7627,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/4722a498bc1a0b92b0d95e87a9f5119274bd2e25.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/416266,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo Faculty of Law and Graduate Schools for Law and Politics, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/67988655-8e27-72ed-4448-578f96dc7627/manifest,,,,,6
改進新聞 明治21(1888)年11月11日,新聞,宮武外骨蒐集資料(改進新聞),N11-6-2,カイシンシンブン,1888-11-11,1706,1-4,,三益社,東京,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5f3a1f92-137c-119b-78c7-73842a99355b.json,5f3a1f92-137c-119b-78c7-73842a99355b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/5f3a1f92-137c-119b-78c7-73842a99355b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/58a6e37ff14e2d68a739bfd9bcb4aef524270076.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/417027,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo Faculty of Law and Graduate Schools for Law and Politics, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5f3a1f92-137c-119b-78c7-73842a99355b/manifest,,,,,4
[平井太郎江旧県大井佐右衛門云々],静止画資料,宮武外骨蒐集資料(府藩県制史関係),GF:3:30,,,,,,,,青森県(一),,5月17日,青森県,,5月17日,2点 25×33cm,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7482ee78-2759-7d74-17c9-a0eb031b69f4.json,7482ee78-2759-7d74-17c9-a0eb031b69f4,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/7482ee78-2759-7d74-17c9-a0eb031b69f4,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c56c24defa1b2d78d65fd27f913a2edbb6c19d11.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/422369,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo Faculty of Law and Graduate Schools for Law and Politics, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7482ee78-2759-7d74-17c9-a0eb031b69f4/manifest,,,,,2
記[上納証],静止画資料,宮武外骨蒐集資料(府藩県制史関係),GF:19:14,,,,,,,,磐前県,,磐前県支廳,深田有基,,[明治]6年11月28日,1枚 25×34cm,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/756042fa-00d9-62b2-26d0-d5b305e57eef.json,756042fa-00d9-62b2-26d0-d5b305e57eef,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/756042fa-00d9-62b2-26d0-d5b305e57eef,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/93c12a97782db706454225d3ea84116092f1bae1.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/422693,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo Faculty of Law and Graduate Schools for Law and Politics, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/756042fa-00d9-62b2-26d0-d5b305e57eef/manifest,,,,,1
封筒(栃木県(一)),静止画資料,宮武外骨蒐集資料(府藩県制史関係),GF:26:0,,,,,,,,栃木県(一),「栃木県(一)」「栃木県 日光県・宇都宮県別袋」の2封筒あり,,,,,4点 封筒1:42×28cm封筒2:33×23cm,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4db6245e-5e4f-1d0f-3caa-ed78ca2d25bf.json,4db6245e-5e4f-1d0f-3caa-ed78ca2d25bf,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/4db6245e-5e4f-1d0f-3caa-ed78ca2d25bf,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c8def9224afdb108e4696fe7fe08b5a3a8fc5aa1.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/422739,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo Faculty of Law and Graduate Schools for Law and Politics, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4db6245e-5e4f-1d0f-3caa-ed78ca2d25bf/manifest,,,,,4
改進新聞 明治27(1894)年5月13日,新聞,宮武外骨蒐集資料(改進新聞),N11-6-2,カイシンシンブン,1894-05-13,3371,1-6,,三益社,東京,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/fb21fc8b-1c66-5aa2-3e63-dee1e4f30fe6.json,fb21fc8b-1c66-5aa2-3e63-dee1e4f30fe6,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/fb21fc8b-1c66-5aa2-3e63-dee1e4f30fe6,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f684969360706909acada0c98469a4841223b1e9.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/417477,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo Faculty of Law and Graduate Schools for Law and Politics, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/fb21fc8b-1c66-5aa2-3e63-dee1e4f30fe6/manifest,,,,,6
改進新聞 明治23(1890)年1月11日,新聞,宮武外骨蒐集資料(改進新聞),N11-6-2,カイシンシンブン,1890-01-11,2058,1-4,,三益社,東京,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4941f3e5-268c-0339-4ff1-c188a92a876b.json,4941f3e5-268c-0339-4ff1-c188a92a876b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/4941f3e5-268c-0339-4ff1-c188a92a876b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/31dad4e16cb24eb32061e8a402bc26189f0602e1.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/417162,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo Faculty of Law and Graduate Schools for Law and Politics, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4941f3e5-268c-0339-4ff1-c188a92a876b/manifest,,,,,4
[入籍関係三件],静止画資料,宮武外骨蒐集資料(府藩県制史関係),GF:3:47,,,,,,,,青森県(一),,,,,明治7年1月,1点(5丁) 29×20cm,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/94833a26-0ccd-6cb8-84fd-9363e43c149a.json,94833a26-0ccd-6cb8-84fd-9363e43c149a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/94833a26-0ccd-6cb8-84fd-9363e43c149a,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/8e6a32f3d12c85eb13914ad6ce0ebadb45d56ba1.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/422386,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo Faculty of Law and Graduate Schools for Law and Politics, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/94833a26-0ccd-6cb8-84fd-9363e43c149a/manifest,,,,,6
改進新聞 明治19(1886)年3月9日,新聞,宮武外骨蒐集資料(改進新聞),N11-6-2,カイシンシンブン,1886-03-09,892,1-4,,三益社,東京,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2fd56fb2-9320-9295-9f47-15c00d1a4a5f.json,2fd56fb2-9320-9295-9f47-15c00d1a4a5f,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/2fd56fb2-9320-9295-9f47-15c00d1a4a5f,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/1ccc5ba8337193da617c9355d011ca3784e87ff3.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/416289,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo Faculty of Law and Graduate Schools for Law and Politics, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2fd56fb2-9320-9295-9f47-15c00d1a4a5f/manifest,,,,,4
改進新聞 明治20(1887)年11月9日,新聞,宮武外骨蒐集資料(改進新聞),N11-6-2,カイシンシンブン,1887-11-09,1402,1-4,,三益社,東京,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/60df9d70-09e0-23f3-63a0-62b33bab5ea1.json,60df9d70-09e0-23f3-63a0-62b33bab5ea1,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/60df9d70-09e0-23f3-63a0-62b33bab5ea1,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f566f4954bd41deed47519cf0583e012fa9384e1.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/416773,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo Faculty of Law and Graduate Schools for Law and Politics, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/60df9d70-09e0-23f3-63a0-62b33bab5ea1/manifest,,,,,4
改進新聞 明治19(1886)年4月18日,新聞,宮武外骨蒐集資料(改進新聞),N11-6-2,カイシンシンブン,1886-04-18,926,1-4,,三益社,東京,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/27074d6e-50e2-4dc3-24ad-8c00948a6e37.json,27074d6e-50e2-4dc3-24ad-8c00948a6e37,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/27074d6e-50e2-4dc3-24ad-8c00948a6e37,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/7317ef765543545879279e704c29976eaa209d06.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/416323,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo Faculty of Law and Graduate Schools for Law and Politics, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/27074d6e-50e2-4dc3-24ad-8c00948a6e37/manifest,,,,,4
郵便御取開ニ付右御用取扱方幷脚夫賃左ニ御請奉申上候,静止画資料,宮武外骨蒐集資料(府藩県制史関係),GF:11:23,,,,,,,,陸中廃県 胆沢県 水沢県 磐井県 九戸県 八戸県 三戸県,,,,,,1枚 26×35cm,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/90002a16-0fd1-0381-50ce-4a6fef81208f.json,90002a16-0fd1-0381-50ce-4a6fef81208f,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/90002a16-0fd1-0381-50ce-4a6fef81208f,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/2fb352de19d20a92ff67fe8cdcfee00c4672ae62.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/422555,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo Faculty of Law and Graduate Schools for Law and Politics, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/90002a16-0fd1-0381-50ce-4a6fef81208f/manifest,,,,,1
改進新聞 明治21(1888)年4月25日,新聞,宮武外骨蒐集資料(改進新聞),N11-6-2,カイシンシンブン,1888-04-25,1537,1-4,,三益社,東京,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a79e02ea-1df3-4b7b-1f7a-a59483eb95ad.json,a79e02ea-1df3-4b7b-1f7a-a59483eb95ad,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/a79e02ea-1df3-4b7b-1f7a-a59483eb95ad,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/78ecd81f2e7f7e2edc3df57b5d818b0a093334a7.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/416909,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo Faculty of Law and Graduate Schools for Law and Politics, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a79e02ea-1df3-4b7b-1f7a-a59483eb95ad/manifest,,,,,4
集合写真,静止画資料,宮武外骨蒐集資料(府藩県制史関係),GF:28:1,,,,,,,,宇都宮県,栃木県(二) 日光県・宇都宮県 一括,,,,不明,1枚 16×24cm,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6d9fa34e-4c99-48b4-4ab5-a21aa071922d.json,6d9fa34e-4c99-48b4-4ab5-a21aa071922d,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/6d9fa34e-4c99-48b4-4ab5-a21aa071922d,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5e6b57430c024f205e4c7a8ee93472aeab4bf438.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/422806,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo Faculty of Law and Graduate Schools for Law and Politics, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6d9fa34e-4c99-48b4-4ab5-a21aa071922d/manifest,,,,,1
愛媛縣松山の景況,静止画資料,宮武外骨蒐集資料(府藩県制史関係),GF:87:4,,,,,,,,愛媛県,,,,,明治12年1月8日,1枚 13×5cm,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f5780962-51c3-7ffe-58b4-b414868ba338.json,f5780962-51c3-7ffe-58b4-b414868ba338,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/f5780962-51c3-7ffe-58b4-b414868ba338,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/17bf560f3dea7634ded4b91edbe7a947fcac50f4.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/423201,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo Faculty of Law and Graduate Schools for Law and Politics, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f5780962-51c3-7ffe-58b4-b414868ba338/manifest,,,,,1
明治十二年日記第二月ヨリ,静止画資料,宮武外骨蒐集資料(府藩県制史関係),GF:38:29,,,,,,,,千葉県(二),,,,[千葉県]佐倉田町月番組長預リ,明治12年,1綴(55丁) 25×18cm,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7e61628b-62d7-8e0f-572e-3dbfa5129836.json,7e61628b-62d7-8e0f-572e-3dbfa5129836,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/7e61628b-62d7-8e0f-572e-3dbfa5129836,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b8ced5ad748ba41530a055ecbc795ec1c307acb5.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/422943,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo Faculty of Law and Graduate Schools for Law and Politics, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7e61628b-62d7-8e0f-572e-3dbfa5129836/manifest,,,,,56
[碇ヶ関大間越陸税之儀云々],静止画資料,宮武外骨蒐集資料(府藩県制史関係),GF:4:18,,,,,,,,青森県(二),,青森県庁,,,辛未12月本日,1点(4丁) 23×18cm,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ea5c6393-9a28-4dcf-4ddd-cfd53c05239d.json,ea5c6393-9a28-4dcf-4ddd-cfd53c05239d,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/ea5c6393-9a28-4dcf-4ddd-cfd53c05239d,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/75f7d867e1d5c0eeb407a1cc8aa4f3b72f8df8f8.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/422410,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo Faculty of Law and Graduate Schools for Law and Politics, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ea5c6393-9a28-4dcf-4ddd-cfd53c05239d/manifest,,,,,5
