タイトル,年月日,本文タイトル（原本）,巻頭目録タイトル（原本）,本文タイトル（標点本）,巻頭目録タイトル（標点本）,冊,巻,条,画像（開始コマ）,請求記号,類,目,影印本,標点本,Date Created,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
軍職跟用伴當三月一換,成化8.1,軍職跟用伴當三月一換,軍職跟用伴當三月一換,軍職跟用伴當三月一換,軍職跟用伴當三月一換,第6冊,卷26,第6條,0026-00011,A00:6290:6,兵部類,縱放軍人歇役,上-640上表,乙5-9(26-6),1472-010-99,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/28171f2d-b438-4cae-b82a-407454d82172.json,28171f2d-b438-4cae-b82a-407454d82172,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/28171f2d-b438-4cae-b82a-407454d82172,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/8035fc97f019c58524e9fe09f90780ad88442a0c.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99999,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/28171f2d-b438-4cae-b82a-407454d82172/manifest,,,,,2
備倭幷貼守官軍正身在人代替者邊衞充軍例,成化11.10.27,備倭幷貼守官軍正身在人代替者邊衞充軍例,備倭幷貼守官軍正身雇人代替者邊衞充軍例,備倭竝貼守官軍正身(在)[僱]人代替者邊衞充軍例,備倭竝貼守官軍正身僱人代替者邊衞充軍例,第6冊,卷26,第7條,0026-00012,A00:6290:6,兵部類,縱放軍人歇役,上-640下表,乙5-9(26-7),1475-100-27,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/c73e8c87-d1bb-46af-8b14-8de171452fcd.json,c73e8c87-d1bb-46af-8b14-8de171452fcd,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/c73e8c87-d1bb-46af-8b14-8de171452fcd,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/7384ef26dac0caddf4a0ad969f16bc11c8330292.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100000,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c73e8c87-d1bb-46af-8b14-8de171452fcd/manifest,,,,,3
窩藏逃軍發附近衞所充軍例,成化12.3.16,窩藏逃軍發附近衞所充軍例,なし,窩藏逃軍發附近衞所充軍例,窩藏逃軍發附近衞所充軍例,第6冊,卷26,第8條,0026-00015,A00:6290:6,兵部類,縱放軍人歇役,上-642上表,乙5-11(26-8),1476-030-16,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/00688541-55a4-4217-92d2-d85f670e2d30.json,00688541-55a4-4217-92d2-d85f670e2d30,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/00688541-55a4-4217-92d2-d85f670e2d30,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/afb3e27b94f35497293046fa8ed364bf8704cd52.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100001,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/00688541-55a4-4217-92d2-d85f670e2d30/manifest,,,,,3
內外官員軍伴定數,成化14.4.16,內外官員軍伴定數,內外官員軍伴定數,內外官員軍伴定數,內外官員軍伴定數,第6冊,卷26,第9條,0026-00018,A00:6290:6,兵部類,縱放軍人歇役,上-643下表,乙5-13(26-9),1478-040-16,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/326fc1e3-8999-45a4-811d-100f9d944f93.json,326fc1e3-8999-45a4-811d-100f9d944f93,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/326fc1e3-8999-45a4-811d-100f9d944f93,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/03546dbacbb6e0e5f3bd320f1ac6059965ba482f.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100002,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/326fc1e3-8999-45a4-811d-100f9d944f93/manifest,,,,,3
査點下場軍馬,成化14.8.23,査點下場軍馬,査點下場軍馬,査點下場軍馬,査點下場軍馬,第6冊,卷26,第10條,0026-00020,A00:6290:6,兵部類,縱放軍人歇役,上-644上裏,乙5-15(26-10),1478-080-23,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/88c6f475-1cef-4d10-8a82-8256e260ab04.json,88c6f475-1cef-4d10-8a82-8256e260ab04,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/88c6f475-1cef-4d10-8a82-8256e260ab04,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/2366248ae8a37221f914a70b409252677d0891c1.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100003,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/88c6f475-1cef-4d10-8a82-8256e260ab04/manifest,,,,,2
在外軍職官軍伴名數,成化14.12.24,在外軍職官軍伴名數,在外軍職官員軍伴名數,在外軍職官[員]軍伴名數,在外軍職官員軍伴名數,第6冊,卷26,第11條,0026-00022,A00:6290:6,兵部類,縱放軍人歇役,上-645下表,乙5-16(26-11),1478-120-24,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a80aaa6e-1575-4f3c-9b38-c8af708fd0ee.json,a80aaa6e-1575-4f3c-9b38-c8af708fd0ee,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/a80aaa6e-1575-4f3c-9b38-c8af708fd0ee,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e2a5e6dc8defb32d1938c04949f443f97c349123.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100004,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a80aaa6e-1575-4f3c-9b38-c8af708fd0ee/manifest,,,,,4
禁約堪操正軍撥充局匠鼓手役佔跟官等項問枉法贓罪,成化15.9.15,禁約堪操正軍撥充局匠鼓手役佔跟官等項問枉法贓罪,禁約堪操正軍撥充局匠鼓手役佔跟官等項問枉法贓罪,禁約堪操正軍撥充局匠鼓手役佔跟官等項問枉法贓罪,禁約堪操正軍撥充局匠鼓手役佔跟官等項問枉法贓罪,第6冊,卷26,第12條,0026-00025,A00:6290:6,兵部類,縱放軍人歇役,上-647上表,乙5-19(26-12),1479-090-15,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f00b9e37-69ae-4993-82a5-c7bac44f620d.json,f00b9e37-69ae-4993-82a5-c7bac44f620d,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/f00b9e37-69ae-4993-82a5-c7bac44f620d,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/da7e1b92aa5d087caa552765b8e3a7e48bddd482.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100005,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f00b9e37-69ae-4993-82a5-c7bac44f620d/manifest,,,,,4
犯罪充軍止終本身者病故不請補,成化16.9.21,犯罪充軍止終本身者病故不請補,犯罪充軍止終本身者病故不許淸補,犯罪充軍止終本身者病故不[許]淸補,犯罪充軍止終本身者病故不許淸補,第6冊,卷26,第13條,0026-00028,A00:6290:6,兵部類,縱放軍人歇役,上-648下表,乙5-21(26-13),1480-090-21,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/66868660-da4d-4807-9016-18baeb756140.json,66868660-da4d-4807-9016-18baeb756140,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/66868660-da4d-4807-9016-18baeb756140,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/581b89786c1eb522ea4257a5b6bb609e5d29f116.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100006,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/66868660-da4d-4807-9016-18baeb756140/manifest,,,,,2
軍政官只撥與餘丁使令正軍不許摘撥,成化21.11.23,軍政官只撥與餘丁使令正軍不許摘撥,軍政官員只撥與餘丁使令正軍不許摘撥,軍政官[員]只撥與餘丁使令正軍不許摘撥,軍政官員只撥與餘丁使令正軍不許摘撥,第6冊,卷26,第14條,0026-00029,A00:6290:6,兵部類,縱放軍人歇役,上-649上表,乙5-22(26-14),1485-110-23,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/123dae90-6344-4c72-a313-2170e4acdf27.json,123dae90-6344-4c72-a313-2170e4acdf27,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/123dae90-6344-4c72-a313-2170e4acdf27,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e57165ab09bfc70b2dd110515a0088441acdbae2.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100007,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/123dae90-6344-4c72-a313-2170e4acdf27/manifest,,,,,3
禁約擅討操軍做工幷謹守城池,成化23.2.20,禁約擅討操軍做工幷謹守城池,禁約擅討操軍做工幷謹守城池,禁約擅討操軍做工竝謹守城池,禁約擅討操軍做工竝謹守城池,第6冊,卷26,第15條,0026-00031,A00:6290:6,兵部類,縱放軍人歇役,上-650上表,乙5-24(26-15),1487-020-20,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3a8421e7-3192-4e2f-ad2b-54ab85ab3f51.json,3a8421e7-3192-4e2f-ad2b-54ab85ab3f51,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/3a8421e7-3192-4e2f-ad2b-54ab85ab3f51,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/07a7aead3c69700ae5e1e403d6b51efd51c34eb8.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100008,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3a8421e7-3192-4e2f-ad2b-54ab85ab3f51/manifest,,,,,3
隱匿餘丁不送操備照罪輕重立功年限,成化23.6.10,隱匿餘丁不送操備照罪輕重立功年限,隱匿餘丁不送操備照罪重立功年限,隱匿餘丁不送操備照罪輕重立功年限,隱匿餘丁不送操備照罪[輕]重立功年限,第6冊,卷26,第16條,0026-00033,A00:6290:6,兵部類,縱放軍人歇役,上-651上表,乙5-25(26-16),1487-060-10,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/92924888-536b-4a7b-9060-8686ee8247c7.json,92924888-536b-4a7b-9060-8686ee8247c7,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/92924888-536b-4a7b-9060-8686ee8247c7,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/4376b82adcae6c7fd96ed4ab1fa7f0a314a2ca42.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100009,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/92924888-536b-4a7b-9060-8686ee8247c7/manifest,,,,,3
軍職多占餘丁降級罷職充軍例,弘治1.7.6,軍職多占餘丁降級罷職充軍例,軍職多佔餘丁降級罷職充軍例,軍職多佔餘丁降級罷職充軍例,軍職多佔餘丁降級罷職充軍例,第6冊,卷26,第17條,0026-00036,A00:6290:6,兵部類,縱放軍人歇役,上-652下表,乙5-27(26-17),1488-070-06,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5ce5b9ad-22af-40ae-9165-7ee237d5d053.json,5ce5b9ad-22af-40ae-9165-7ee237d5d053,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/5ce5b9ad-22af-40ae-9165-7ee237d5d053,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/993ca8c66fc1f830d43dde8faad04a412e8cd4b8.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100010,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5ce5b9ad-22af-40ae-9165-7ee237d5d053/manifest,,,,,4
通行各邊軍民人等近邊牧放頭畜引賊貽患枷號一月發落職官奉,弘治1.11,通行各邊軍民人等近邊牧放頭畜引賊貽患枷號一月發落職官奉,通行各邊軍民人等近邊枚放頭畜引賊貽患枷號一月發落職官奏,通行各邊軍民人等近邊牧放頭畜引賊貽患枷號一月發落職官奏[請],通行各邊軍民人等近邊牧放頭畜引賊貽患枷號一月發落職官奏[請],第6冊,卷26,第18條,0026-00039,A00:6290:6,兵部類,縱放軍人歇役,上-654上表,乙5-29(26-18),1488-110-99,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3509270c-4607-4206-ad40-9800d93ddf5f.json,3509270c-4607-4206-ad40-9800d93ddf5f,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/3509270c-4607-4206-ad40-9800d93ddf5f,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/6238287e07fbe045e6727fee0f397b78712fd383.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100011,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3509270c-4607-4206-ad40-9800d93ddf5f/manifest,,,,,1
管操官役占軍計名數降級操官軍脫班各罰班鋪班幷減去俸糧,弘治1.11.16,管操官役占軍計名數降級操官軍脫班各罰班鋪班幷減去俸糧,管操官役佔軍計名數降級操官軍脫班各討班補班幷減支俸糧,管操官役佔軍計名數降級操官軍脫班各罰班(鋪)[補]班竝減支俸糧,管操官役佔軍計名數降級操官軍脫班各(討)[罰]班補班竝減支俸糧,第6冊,卷26,第19條,0026-00040,A00:6290:6,兵部類,縱放軍人歇役,上-654下表,乙5-30(26-19),1488-110-16,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/716f0202-2996-48fc-a3c9-dda6153b6d02.json,716f0202-2996-48fc-a3c9-dda6153b6d02,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/716f0202-2996-48fc-a3c9-dda6153b6d02,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/1a78433ffeaa3dc7df9b9d6f991b85fbfec5cb11.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100012,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/716f0202-2996-48fc-a3c9-dda6153b6d02/manifest,,,,,5
守官官不行點檢軍人,弘治2.7.18,守官官不行點檢軍人,守衞官不計點檢軍人/嚴謹守衞皇城各門原係金吾在等一十衞官分班輪上直,守門官不行點檢軍人,守(衞)[門]官不(計)[行]點檢軍人/嚴謹守衞皇城各門原係金吾(在)[左]等二十衞官分班輪上直,第6冊,卷26,第20條,0026-00044,A00:6290:6,兵部類,縱放軍人歇役,上-656下表,乙5-33(26-20),1489-070-18,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f34b4eb2-60e9-4ce0-828b-a8fab44d0b10.json,f34b4eb2-60e9-4ce0-828b-a8fab44d0b10,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/f34b4eb2-60e9-4ce0-828b-a8fab44d0b10,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/2859444763c8aef481eb3ac7654a8c93bce70ab7.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100013,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f34b4eb2-60e9-4ce0-828b-a8fab44d0b10/manifest,,,,,2
在京指揮等官逼迫及賣放新軍逃回計名數遞降帶俸差操,弘治4.6,在京指揮等官逼迫及賣放新軍逃回計名數遞降帶俸差操,在京指揮等官逼迫及賣放新軍逃回計名數遮降帶俸差操,在京指揮等官逼迫及賣放新軍逃回計名數遞降帶俸差操,在京指揮等官逼迫及賣放新軍逃回計名數(遮)[遞]降帶俸差操,第6冊,卷26,第21條,0026-00047,A00:6290:6,兵部類,縱放軍人歇役,上-658上表,乙5-34(26-21),1491-060-99,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/14f1fec3-91cb-48d4-a2a0-190adfd9609a.json,14f1fec3-91cb-48d4-a2a0-190adfd9609a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/14f1fec3-91cb-48d4-a2a0-190adfd9609a,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/75acd8e8552733890abe22ac2407211434be88f7.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100014,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/14f1fec3-91cb-48d4-a2a0-190adfd9609a/manifest,,,,,1
各邊管隊官旗扣除各軍糧月布花以致軍人凍餓因而致死者照依役占軍人名數降級,弘治4.10,各邊管隊官旗扣除各軍糧月布花以致軍人凍餓因而致死者照依役占軍人名數降級,各邊官隊旗扣除各軍月糧布花以致因而凍饑至死者照依役佔軍人名數降級,各邊管隊官旗扣除各軍月糧布花以致軍人凍餓因而致死者照依役佔軍人名數降級,各邊[管]隊官旗扣除各軍月糧布花以致[軍人]凍餓因而致死者照依役佔軍人名數降級,第6冊,卷26,第22條,0026-00045,A00:6290:6,兵部類,縱放軍人歇役,上-657上表,乙5-34(26-22),1491-010-99,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ae960f48-7798-4079-b064-2756fcb24dd4.json,ae960f48-7798-4079-b064-2756fcb24dd4,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/ae960f48-7798-4079-b064-2756fcb24dd4,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/aef3575e537bb31eacba35772a92622ea17a8899.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100015,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ae960f48-7798-4079-b064-2756fcb24dd4/manifest,,,,,1
革主文軍也,成化14.1.21,革主文軍也,革主文軍人例,革主文軍(也)[人例],革主文軍人例,第6冊,卷26,第1條,0026-00046,A00:6290:6,兵部類,公侯私役官軍(私役官軍),上-657下表,乙5-35(26-23),1478-010-21,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/229d6cd8-047e-44e7-8160-4263a108a33d.json,229d6cd8-047e-44e7-8160-4263a108a33d,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/229d6cd8-047e-44e7-8160-4263a108a33d,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a9c6c644a2d59520b9a5ea84bcf9ef459281f5d4.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100016,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/229d6cd8-047e-44e7-8160-4263a108a33d/manifest,,,,,2
在京衞所跟隨軍伴指揮四名衞鎭撫千百戶等官各二名,成化14.2,在京衞所跟隨軍伴指揮四名衞鎭撫千百戶等官各二名,なし,在京衞所跟隨軍伴指揮四名衞鎭撫千百戶等官各二名,在京衞所跟隨軍伴指揮四名衞鎭撫千百戶等官各二名,第6冊,卷26,第2條,0026-00048,A00:6290:6,兵部類,公侯私役官軍(私役官軍),上-658下表,乙5-36(26-24),1478-020-99,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d6ec5adf-3d41-4c4e-a954-84a293525702.json,d6ec5adf-3d41-4c4e-a954-84a293525702,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/d6ec5adf-3d41-4c4e-a954-84a293525702,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/4543ea77144cf82f9794362fd4910e8e0be69eb6.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100017,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d6ec5adf-3d41-4c4e-a954-84a293525702/manifest,,,,,1
